company,url,listingNo,ListingAddr,ListingTittle,ExistOnHougarden,ExistOnOneroof
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779959,779959,"LOT 3A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779967,779967,"LOT 3B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779969,779969,"TYPE 205/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779977,779977,"LOT 5A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779978,779978,"LOT 5B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779980,779980,"TYPE 208/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779983,779983,"LOT 9A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/779984,779984,"LOT 9B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780005,780005,"TYPE 201/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780018,780018,"Lot 35A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780022,780022,"Lot 35B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780024,780024,"TYPE 204/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780026,780026,"Lot 28A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780027,780027,"Lot 28B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780030,780030,"TYPE 206/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780031,780031,"Lot 18A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780032,780032,"Lot 18B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780038,780038,"Lot 29B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780039,780039,"Lot 29A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780064,780064,"Lot 31A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780065,780065,"Lot 31B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780066,780066,"Lot 32A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780067,780067,"Lot 32B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780068,780068,"Lot 33A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780071,780071,"Lot 33B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780072,780072,"Lot 34A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780073,780073,"Lot 34B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780074,780074,"Lot 21A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780075,780075,"Lot 21B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780076,780076,"Lot 26A/162-166 Settlement Road, Papakura",,Yes,No
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780078,780078,"Lot 26B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780079,780079,"Lot 15A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780080,780080,"Lot 15B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780081,780081,"Lot 16A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780082,780082,"Lot 16B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780083,780083,"Lot 4A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780084,780084,"Lot 4B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780085,780085,"Lot 6A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780086,780086,"Lot 6B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780087,780087,"Lot 17A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780088,780088,"Lot 17B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780090,780090,"Lot 7A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780091,780091,"Lot 7B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780093,780093,"Lot 8A/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/townhouse/780094,780094,"Lot 8B/162-166 Settlement Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/papakura/unit/775366,775366,"1/59 Marne Road, Papakura",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/rosehill/house/777943,777943,"253 Park Estate Road, Rosehill",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/rosehill/house/780134,780134,"27 Orchard Rise, Rosehill",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/rosehill/house/780445,780445,"7 Gypsy Moth Place, Rosehill",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/rosehill/house/780513,780513,"26 Royston Street, Rosehill",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/rosehill/house/780656,780656,"159 Chichester Drive, Rosehill",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/773910,773910,"106 Airfield Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/610746,610746,"91 Te Aparangi Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/610754,610754,"131 Te Aparangi Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/760832,760832,"17 Bellbird Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/760834,760834,"2 Warbler Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/760835,760835,"4 Warbler Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/770536,770536,"Lot 1/150 Manuroa Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/770541,770541,"Lot 2/150 Manuroa Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/775820,775820,"10 Kotuku Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/776303,776303,"Lot 163/3 Earlywood Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/776783,776783,"4 Sapwood Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777153,777153,"9 Survila Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777162,777162,"Lot 216/15 Toropapa Close, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777360,777360,"16 Whekau Drive, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777764,777764,"Lot 72/Unit 19 Alliance Lane, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777780,777780,"Lot 117/Unit 12 Dignity Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/777830,777830,"2/17 Berwyn Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778001,778001,"14 Tarapiroe Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778104,778104,"16A Hollowout Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778360,778360,"6 Sapwood Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778755,778755,"7 Earlywood Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778925,778925,"46 Berwyn Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778967,778967,"42 Kauri Heart Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/778974,778974,"8A Berwyn Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779088,779088,"60 Kauri Heart Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779122,779122,"22 Kauri Heart Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779169,779169,"3 Aero Place, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779231,779231,"20 Softwood Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779557,779557,"281 Porchester Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779621,779621,"25,35 & 39 Sapwood Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779645,779645,"36 Figaro Crescent, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779778,779778,"40 Koroheke Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/779961,779961,"33 Mcginty Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780058,780058,"12 Puweto Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780153,780153,"10 Princess Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780214,780214,"7 Silver Beech Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780227,780227,"20 Koroheke Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780353,780353,"5 Koroheke Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780416,780416,"10 Kapia Drive, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780417,780417,"22 Airfield Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780439,780439,"26 Softwood Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780489,780489,"28 Softwood Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780724,780724,"28 Gum Spear Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780921,780921,"37 Koroheke Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/house/780924,780924,"39 Koroheke Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/rural-property/602307,602307,"99 Grove Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/section/777672,777672,"46a Berwyn Avenue, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/770068,770068,"Lot 3,4,5 & 6/48 Takanini Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/776242,776242,"Lot 314,310,309,306,302,301/3 Aviation Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/776243,776243,"4,6,8,10,12,14 Aeronautic Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/779754,779754,"30 Kuaka Drive, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/779948,779948,"11 Aviation Street, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/papakura-district/takanini/townhouse/780689,780689,"4/9 Maru Road, Takanini",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/queenstown--slash--lakes-district/queenstown/apartment/754236,754236,"303/24 Frankton Road, Queenstown",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/queenstown--slash--lakes-district/queenstown/apartment/775748,775748,"H221/24-25 Frankton Road, Queenstown",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/queenstown--slash--lakes-district/queenstown/apartment/775753,775753,"H123/24-25 Frankton Road, Queenstown",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/queenstown--slash--lakes-district/queenstown/apartment/775760,775760,"H127/24-25 Frankton Road, Queenstown",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/ahuroa/rural-land/602885,602885,"283 J Tolhopf Road, Ahuroa",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/ahuroa/rural-property/778072,778072,"278 Ahuroa Valley Road, Ahuroa",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/algies-bay/rural-land/589944,589944,"Lots1-4/31 Martins Bay Road, Algies Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/algies-bay/section/764429,764429,"31 Albro Lane, Algies Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/algies-bay/section/768957,768957,"Lot 10/30 Albro Lane, Algies Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/779348,779348,"2/26 Kestrel Heights, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/house/755063,755063,"23 Cochrane Avenue, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/house/763928,763928,"6 Hawaiian Parade, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/section/776709,776709,"54 Riverhaven Drive, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/section/776712,776712,"50 Riverhaven Drive, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/arkles-bay/section/776847,776847,"53 Hawaiian Parade, Arkles Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/army-bay/house/776706,776706,"1/1287 Whangaparaoa Road, Army Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/army-bay/house/778486,778486,"10 Double Bay Place, Army Bay",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/599245,599245,"Lot3/767 Ridge Road, Coatesville",,Yes,No
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/599249,599249,"Lot10/767 Ridge Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/761079,761079,Coatesville,,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/769730,769730,Coatesville,,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/770784,770784,"98 Screen Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/774422,774422,"Lot 2/196 Glenmore Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/777330,777330,"Lot 4/69 Croft Lane, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/777388,777388,"Lot 2/243 Mill Flat Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-land/778250,778250,"163 Mahoenui Valley Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-property/757979,757979,"27 Goldflats Lane, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-property/765761,765761,"420 Coatesville-Riverhead Highway, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-property/772331,772331,"45A Donaldson Drive, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-property/775625,775625,"178 Mahoenui Valley Road, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/coatesville/rural-property/776401,776401,"703a Coatesville-Riverhead Highway, Coatesville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/house/775512,775512,"273 Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-land/755167,755167,"113 Foley Quarry Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-land/767405,767405,"59 Wright Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-land/775466,775466,"Lot 2/631 Dairy Flat Highway, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-land/780526,780526,"Lot 2/ 273 Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/764790,764790,"120 Blackbridge Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/768793,768793,"244 Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/774360,774360,"123 Green Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/774753,774753,"00 Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/778958,778958,"43 Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/779828,779828,"1014 Dairy Flat Highway, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/rural-property/780430,780430,"652 Dairy Flat Highway, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/section/773184,773184,"10 Throttle Close, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/dairy-flat/section/779818,779818,"166B Postman Road, Dairy Flat",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/780313,780313,"2/55 Alec Craig Way, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/apartment/775377,775377,"9/340 Gulf Harbour Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/apartment/776456,776456,"41 Waterside Crescent, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/apartment/779686,779686,"59/340 Gulf Harbour Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/772206,772206,"26 Mariner Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/776031,776031,"114 Parkview Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/776088,776088,"26 Gulf Harbour Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/776854,776854,"307 Pinecrest Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/777438,777438,"10 Fingal Way, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/778021,778021,"19 Clea View, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/779689,779689,"10 Astrolabe Place, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/780275,780275,"11 Lagoon View, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/house/780390,780390,"21 D'Urville Place, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/section/608157,608157,"304-312 Pinecrest Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/section/771764,771764,"50 Resolution Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/section/777345,777345,"573 Laurie Southwick Parade, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/gulf-harbour/section/780548,780548,"11 & 21 Voyager Drive, Gulf Harbour",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/hatfields-beach/house/777347,777347,"20 Hillcrest Road, Hatfields Beach",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/hatfields-beach/house/780572,780572,"23 Hatfield Heights, Hatfields Beach",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/house/772632,772632,"49 Karaka Street, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/house/774856,774856,"17 Amberly Rise, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/house/777924,777924,"107 Rautawhiri Road, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/house/779267,779267,"6 Awaroa Road, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/rural-land/768549,768549,Helensville,,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/rural-property/776893,776893,"87 Tuparekura Road, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/rural-property/777136,777136,"1310 Old North Road, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/helensville/section/750104,750104,"151 Rautawhiri Road, Helensville",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/771524,771524,"16 Maple Lane, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/772736,772736,"30 Jane Maree Road, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/775999,775999,"21 Maple Lane, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/776853,776853,"42 School Side Road, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/778861,778861,"54 School Side Road, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/house/779813,779813,"25 Sunny Crescent, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/huapai/section/776703,776703,"29 Tapu Road, Huapai",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/kaipara-flats/rural-land/767182,767182,"Lot 1 Clements Hill Lane, Kaipara Flats",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/kaipara-flats/section/547050,547050,"Lot 3 and  Lot 6/16 Newton Road, Kaipara Flats",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/kaukapakapa/house/776271,776271,"1090 Kaipara Coast Highway, Kaukapakapa",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/kaukapakapa/rural-land/750739,750739,"Lot 2, 89 Burke Road, Kaukapakapa",,Yes,Yes
barfoot,https://www.barfoot.co.nz/property/residential/rodney-district/kaukapakapa/rural-land/750740,750740,"Lot 3, 89 Burke Road, Kaukapakapa",,Yes,Yes
